fold,sample_index,tissue_label,class_id,split
2,243,Breast,3,train
2,11,Breast,3,train
1,1570,Adrenal_gland,0,train
1,1252,Esophagus,6,train
1,1900,Colon,5,train
3,1881,Colon,5,train
1,1802,Cervix,4,train
1,2168,Kidney,8,train
3,790,Colon,5,train
2,658,Breast,3,train
3,1163,Esophagus,6,train
1,84,Breast,3,train
1,660,Breast,3,train
3,2232,Liver,9,train
2,76,Breast,3,train
1,1407,Bile-duct,1,train
2,373,Breast,3,train
1,1859,Colon,5,train
3,749,Colon,5,train
1,688,Breast,3,train
2,2236,Prostate,13,val
1,1835,Colon,5,train
1,1884,Colon,5,train
2,1849,HeadNeck,7,train
1,2355,Pancreatic,12,train
1,675,Breast,3,train
3,987,Uterus,18,test
3,1917,Colon,5,train
1,976,Ovarian,11,train
3,1019,Skin,14,train
3,2348,Prostate,13,train
3,349,Breast,3,train
3,2695,Colon,5,train
3,951,Lung,10,val
2,1483,Bladder,2,test
3,713,Colon,5,train
1,738,Colon,5,train
1,2189,Liver,9,test
1,1895,Colon,5,train
1,698,Breast,3,train
1,1196,Adrenal_gland,0,train
1,2010,Colon,5,train
3,2607,Uterus,18,val
2,1843,Esophagus,6,train
3,1254,Bile-duct,1,test
3,1785,Colon,5,train
3,1260,Bile-duct,1,train
2,1269,Bile-duct,1,train
2,1933,HeadNeck,7,train
3,491,Breast,3,train
2,1288,Bile-duct,1,test
1,2366,Prostate,13,test
3,2347,Prostate,13,train
1,203,Breast,3,train
2,2403,Thyroid,17,train
2,1048,Adrenal_gland,0,train
1,2550,Thyroid,17,train
3,2138,Kidney,8,test
1,1847,Colon,5,train
3,1016,Thyroid,17,train
1,185,Breast,3,train
3,1569,Bladder,2,train
1,2420,Skin,14,test
1,1730,Breast,3,train
3,2322,Pancreatic,12,train
2,1816,Esophagus,6,train
1,1310,Adrenal_gland,0,train
2,833,Kidney,8,train
2,964,Skin,14,val
2,1738,Colon,5,train
2,1096,Esophagus,6,train
3,1625,Breast,3,train
3,2392,Skin,14,train
1,2288,Ovarian,11,test
2,842,Kidney,8,test
2,378,Breast,3,train
1,1336,Cervix,4,val
1,1097,Thyroid,17,train
2,2452,Colon,5,train
3,2693,Colon,5,train
1,1285,Pancreatic,12,train
2,815,Bladder,2,test
1,1886,Colon,5,train
2,2149,Ovarian,11,test
3,1831,Colon,5,test
2,1890,HeadNeck,7,train
1,241,Breast,3,train
2,1417,Bile-duct,1,train
3,570,Breast,3,train
3,217,Breast,3,train
1,25,Breast,3,train
3,1327,Bile-duct,1,train
1,1798,Cervix,4,train
3,1382,Colon,5,train
2,1204,Bile-duct,1,train
2,1161,Adrenal_gland,0,test
3,1631,Breast,3,train
2,1085,Esophagus,6,train
1,2197,Liver,9,train
2,2086,Liver,9,test
3,504,Breast,3,train
1,2275,Ovarian,11,val
1,458,Breast,3,train
3,1083,Cervix,4,train
2,256,Breast,3,train
2,1164,Adrenal_gland,0,train
1,266,Breast,3,train
2,2007,HeadNeck,7,test
1,2443,Skin,14,train
1,1140,Esophagus,6,train
2,2059,Liver,9,train
3,2008,HeadNeck,7,train
3,1632,Breast,3,train
1,1538,Adrenal_gland,0,val
2,2070,Liver,9,train
1,328,Breast,3,train
3,1664,Cervix,4,train
3,397,Breast,3,val
1,918,Kidney,8,train
3,1618,Breast,3,train
2,2024,Kidney,8,train
3,2101,HeadNeck,7,train
3,37,Breast,3,val
3,963,Uterus,18,train
3,661,Breast,3,test
1,2318,Pancreatic,12,test
3,344,Breast,3,train
3,77,Breast,3,train
1,773,Colon,5,train
2,782,Breast,3,train
1,648,Breast,3,train
2,2311,Skin,14,val
2,2320,Stomach,15,test
1,1830,Colon,5,train
3,182,Breast,3,train
3,1498,Bile-duct,1,train
3,2711,Colon,5,train
3,2562,Uterus,18,val
2,397,Breast,3,train
3,2533,Uterus,18,train
3,592,Breast,3,train
3,1425,Adrenal_gland,0,train
2,2030,Kidney,8,train
2,2335,Stomach,15,val
3,1305,Testis,16,train
3,1877,Colon,5,train
3,582,Breast,3,train
1,238,Breast,3,train
3,413,Breast,3,train
1,2387,Prostate,13,train
1,2549,Thyroid,17,train
3,1676,Cervix,4,val
1,345,Breast,3,train
3,893,Stomach,15,train
1,1679,Breast,3,val
1,2337,Pancreatic,12,train
3,2233,Liver,9,test
3,622,Breast,3,train
2,1882,HeadNeck,7,train
1,597,Breast,3,train
2,12,Breast,3,train
1,988,Esophagus,6,train
1,1128,Esophagus,6,test
3,1499,Bile-duct,1,val
1,2097,Esophagus,6,train
1,135,Breast,3,train
1,552,Breast,3,train
2,1699,Colon,5,train
1,99,Breast,3,train
3,1331,Bile-duct,1,train
1,1814,Cervix,4,train
1,2158,HeadNeck,7,val
2,908,Lung,10,test
3,1304,Testis,16,train
2,443,Breast,3,train
3,2135,Kidney,8,test
1,2572,Thyroid,17,val
1,1245,Esophagus,6,train
1,115,Breast,3,train
3,2589,Uterus,18,test
2,1476,Bladder,2,test
3,1368,Colon,5,test
3,1355,Colon,5,train
1,1866,Colon,5,train
3,2502,Thyroid,17,test
2,1296,Colon,5,train
1,125,Breast,3,train
1,1594,Bile-duct,1,train
1,1865,Colon,5,train
3,33,Breast,3,train
2,1497,Bladder,2,test
1,2359,Pancreatic,12,train
1,2627,Colon,5,train
1,1946,Colon,5,train
3,835,Breast,3,train
1,1059,Lung,10,test
3,1520,Bile-duct,1,train
1,567,Breast,3,train
1,451,Breast,3,train
3,1362,Colon,5,train
1,1480,Colon,5,train
3,406,Breast,3,train
1,927,Breast,3,train
2,1084,Esophagus,6,train
2,2061,Liver,9,test
1,2315,Pancreatic,12,test
1,2026,Colon,5,train
1,891,Lung,10,train
1,1002,Esophagus,6,train
1,2630,Colon,5,train
2,1478,Bladder,2,val
2,2191,Pancreatic,12,train
2,664,Breast,3,train
1,653,Breast,3,train
1,1966,Colon,5,train
1,664,Breast,3,train
3,1469,Bile-duct,1,train
1,2380,Prostate,13,train
3,1734,Colon,5,train
3,242,Breast,3,train
2,93,Breast,3,train
3,2076,HeadNeck,7,train
2,1239,Testis,16,train
1,1864,Colon,5,train
1,1294,Pancreatic,12,train
2,35,Breast,3,train
2,990,Esophagus,6,train
3,625,Breast,3,train
1,2170,Kidney,8,val
3,2379,Skin,14,val
2,772,Lung,10,val
1,2178,Kidney,8,val
1,876,Lung,10,test
3,1910,Colon,5,train
3,2400,Skin,14,test
3,1845,Colon,5,train
1,573,Breast,3,train
2,2398,Thyroid,17,train
3,2215,Liver,9,val
1,1635,Bile-duct,1,test
3,1595,Bladder,2,val
3,855,Breast,3,train
3,1413,Adrenal_gland,0,train
1,1922,Colon,5,test
3,2422,Stomach,15,val
3,249,Breast,3,train
2,23,Breast,3,train
1,1704,Breast,3,train
3,1836,Colon,5,train
1,943,Prostate,13,test
2,482,Breast,3,train
3,1815,Colon,5,train
3,519,Breast,3,train
2,867,Esophagus,6,train
3,2129,HeadNeck,7,train
1,2207,Liver,9,test
1,2496,Stomach,15,val
1,1025,Lung,10,train
2,341,Breast,3,train
2,2018,Kidney,8,test
2,1271,Bile-duct,1,train
2,2366,Testis,16,val
3,83,Breast,3,train
3,1392,Colon,5,train
2,166,Breast,3,train
1,2176,Kidney,8,train
2,1254,Testis,16,val
3,1983,Esophagus,6,train
2,2054,Liver,9,train
2,1888,HeadNeck,7,train
1,279,Breast,3,train
2,2081,Liver,9,train
1,2244,Liver,9,train
3,2155,Kidney,8,test
3,1084,Cervix,4,train
3,779,Colon,5,train
2,370,Breast,3,train
3,2421,Stomach,15,test
2,631,Breast,3,train
1,2285,Ovarian,11,train
2,2043,Liver,9,train
3,1151,Esophagus,6,train
1,1600,Bile-duct,1,train
3,175,Breast,3,train
3,627,Breast,3,train
2,864,Ovarian,11,train
1,1971,Colon,5,train
3,2387,Skin,14,train
2,2020,Kidney,8,val
1,2077,Esophagus,6,train
1,523,Breast,3,train
2,961,Skin,14,train
3,2272,Ovarian,11,val
1,690,Breast,3,train
1,1576,Bile-duct,1,train
3,2509,Thyroid,17,train
2,1136,Pancreatic,12,test
3,956,Uterus,18,test
2,991,Esophagus,6,train
3,1724,Colon,5,train
3,1073,Esophagus,6,train
3,2086,HeadNeck,7,val
3,97,Breast,3,train
3,446,Breast,3,train
2,2002,HeadNeck,7,train
2,1679,Colon,5,train
3,275,Breast,3,train
3,342,Breast,3,train
1,412,Breast,3,train
2,1114,Adrenal_gland,0,train
1,854,Colon,5,train
3,650,Breast,3,train
1,367,Breast,3,train
1,1698,Breast,3,train
1,1688,Breast,3,train
3,1229,Cervix,4,train
1,1845,Colon,5,train
1,1478,Bile-duct,1,train
2,1295,Colon,5,train
2,1687,Colon,5,train
2,1659,Colon,5,train
2,1389,Adrenal_gland,0,train
1,269,Breast,3,train
1,423,Breast,3,train
3,2627,Uterus,18,test
1,205,Breast,3,train
1,2116,HeadNeck,7,test
1,1562,Adrenal_gland,0,train
3,2025,HeadNeck,7,train
3,2483,Thyroid,17,train
3,2190,Liver,9,val
3,412,Breast,3,train
1,194,Breast,3,train
1,1066,Thyroid,17,test
3,481,Breast,3,train
3,169,Breast,3,train
2,857,Stomach,15,val
1,152,Breast,3,train
3,1259,Bile-duct,1,train
1,1219,Esophagus,6,test
1,2311,Ovarian,11,train
2,2434,Colon,5,train
3,1380,Colon,5,train
2,1020,Esophagus,6,train
3,119,Breast,3,train
3,1324,Bile-duct,1,train
2,599,Breast,3,train
2,250,Breast,3,train
3,1739,Colon,5,train
1,2108,HeadNeck,7,train
1,1851,Colon,5,train
3,2473,Testis,16,test
3,983,Uterus,18,test
1,1834,Colon,5,train
2,296,Breast,3,train
3,2366,Prostate,13,train
1,2450,Skin,14,train
2,2016,Kidney,8,val
3,1122,Adrenal_gland,0,train
3,228,Breast,3,train
1,40,Breast,3,train
2,2242,Prostate,13,train
1,1999,Colon,5,train
3,2241,Liver,9,train
3,1462,Adrenal_gland,0,train
2,758,Colon,5,val
2,2206,Pancreatic,12,train
2,1506,Breast,3,train
3,1597,Bladder,2,train
2,1779,Colon,5,train
2,137,Breast,3,train
2,239,Breast,3,train
3,692,Breast,3,train
2,1494,Bladder,2,train
2,1416,Bile-duct,1,train
2,696,Colon,5,train
2,1680,Colon,5,train
3,581,Breast,3,train
1,2079,Esophagus,6,train
1,1435,Testis,16,train
2,613,Breast,3,train
2,1828,Esophagus,6,train
2,848,Stomach,15,test
2,1774,Colon,5,test
2,1406,Bile-duct,1,train
3,1346,Bile-duct,1,train
1,1658,Bile-duct,1,train
1,1548,Adrenal_gland,0,train
3,354,Breast,3,train
1,2362,Prostate,13,test
3,1589,Bladder,2,train
2,383,Breast,3,train
3,1727,Colon,5,test
2,1609,Colon,5,train
2,956,Skin,14,test
3,802,Colon,5,train
1,798,Colon,5,train
3,1721,Colon,5,train
1,2416,Skin,14,train
3,1035,Thyroid,17,train
3,2591,Uterus,18,val
3,300,Breast,3,test
1,321,Breast,3,train
2,979,Thyroid,17,test
3,1478,Bile-duct,1,train
1,1556,Adrenal_gland,0,train
3,2446,Stomach,15,val
2,548,Breast,3,train
2,2381,Testis,16,train
2,56,Breast,3,train
2,1724,Colon,5,train
3,76,Breast,3,train
2,419,Breast,3,train
3,1832,Colon,5,train
3,2088,HeadNeck,7,train
3,1738,Colon,5,train
1,1660,Bladder,2,train
3,247,Breast,3,train
1,772,Colon,5,train
3,2459,Testis,16,val
3,2532,Uterus,18,val
3,2333,Prostate,13,val
2,414,Breast,3,train
2,1502,Bladder,2,val
2,1415,Bile-duct,1,test
3,1987,HeadNeck,7,train
1,1221,Esophagus,6,train
2,107,Breast,3,train
3,884,Prostate,13,train
1,1868,Colon,5,train
2,198,Breast,3,train
2,2131,Ovarian,11,test
2,227,Breast,3,train
2,2141,Ovarian,11,val
1,2066,Esophagus,6,train
2,804,Kidney,8,train
1,156,Breast,3,train
3,508,Breast,3,train
2,1404,Bile-duct,1,train
1,192,Breast,3,val
2,2184,Pancreatic,12,test
2,38,Breast,3,train
1,174,Breast,3,train
1,2247,Liver,9,train
3,1942,Colon,5,train
3,1188,Adrenal_gland,0,test
1,1793,Cervix,4,train
2,902,Lung,10,val
1,293,Breast,3,train
3,197,Breast,3,train
2,1947,HeadNeck,7,train
2,1231,Testis,16,test
2,1827,Esophagus,6,train
1,208,Breast,3,train
1,2456,Skin,14,test
3,2187,Liver,9,val
1,1505,Colon,5,train
1,35,Breast,3,train
1,2605,Colon,5,train
2,1634,Colon,5,train
3,1603,Bladder,2,train
1,1013,Esophagus,6,train
1,1719,Breast,3,train
3,2433,Stomach,15,test
3,2359,Prostate,13,test
3,1442,Adrenal_gland,0,train
3,1461,Adrenal_gland,0,val
2,327,Breast,3,train
1,2266,Lung,10,val
3,59,Breast,3,train
3,1237,Cervix,4,val
3,74,Breast,3,val
3,2203,Liver,9,val
3,628,Breast,3,train
1,1683,Breast,3,train
3,2680,Colon,5,train
1,5,Breast,3,train
1,1326,Cervix,4,train
1,1772,Cervix,4,train
1,2173,Kidney,8,train
3,1057,Esophagus,6,train
2,2437,Colon,5,train
1,842,Colon,5,train
2,774,Lung,10,train
3,880,Prostate,13,val
2,445,Breast,3,train
1,1921,Colon,5,train
3,1160,Esophagus,6,val
3,1174,Esophagus,6,train
3,2277,Ovarian,11,test
2,731,Colon,5,train
2,2502,Colon,5,train
3,2022,HeadNeck,7,train
1,613,Breast,3,train
1,1444,Testis,16,train
1,1373,Bile-duct,1,train
2,1529,Breast,3,train
1,697,Breast,3,train
3,2399,Skin,14,test
1,1531,Adrenal_gland,0,val
2,1585,Colon,5,train
3,2213,Liver,9,val
3,1308,Testis,16,test
1,413,Breast,3,train
3,2602,Uterus,18,train
2,2240,Prostate,13,test
2,405,Breast,3,train
3,1772,Colon,5,train
1,2235,Liver,9,train
3,2660,Colon,5,train
3,234,Breast,3,train
2,1850,HeadNeck,7,train
3,63,Breast,3,train
3,1889,Colon,5,train
2,699,Colon,5,train
1,1178,Adrenal_gland,0,train
2,1354,Adrenal_gland,0,train
2,950,Thyroid,17,train
3,2169,Liver,9,train
1,693,Breast,3,train
3,2130,HeadNeck,7,test
2,394,Breast,3,train
2,1863,HeadNeck,7,val
3,1825,Colon,5,train
1,2060,Esophagus,6,train
2,2227,Prostate,13,test
3,871,Prostate,13,train
2,1791,Colon,5,train
1,2226,Liver,9,train
2,1456,Bladder,2,test
2,891,Esophagus,6,train
2,261,Breast,3,train
2,1040,Adrenal_gland,0,train
3,864,Prostate,13,val
2,1233,Testis,16,train
2,1606,Colon,5,train
1,1042,Lung,10,test
1,2593,Colon,5,train
2,1424,Bile-duct,1,train
3,604,Breast,3,train
2,860,Ovarian,11,test
1,2280,Ovarian,11,val
1,1046,Lung,10,test
3,1185,Esophagus,6,train
3,2089,HeadNeck,7,train
3,561,Breast,3,train
2,540,Breast,3,train
2,2158,Pancreatic,12,test
1,1527,Adrenal_gland,0,train
2,1440,Bile-duct,1,train
3,196,Breast,3,train
1,528,Breast,3,train
3,281,Breast,3,train
1,1747,Breast,3,train
2,2291,Skin,14,train
1,1361,Cervix,4,train
2,1773,Colon,5,train
3,2103,HeadNeck,7,train
1,68,Breast,3,train
1,1095,Cervix,4,train
3,307,Breast,3,train
3,338,Breast,3,train
3,1920,Colon,5,val
1,2080,Esophagus,6,train
3,1938,Colon,5,train
2,2041,Kidney,8,train
2,2097,Liver,9,train
1,360,Breast,3,train
3,639,Breast,3,train
1,694,Breast,3,train
1,1264,Adrenal_gland,0,train
1,517,Breast,3,train
1,1220,Esophagus,6,test
1,1447,Bile-duct,1,val
3,886,Kidney,8,val
1,1386,Bile-duct,1,train
2,1605,Colon,5,train
3,971,Uterus,18,train
1,2278,Ovarian,11,val
3,291,Breast,3,train
3,418,Breast,3,train
3,1194,Adrenal_gland,0,train
3,849,Prostate,13,test
1,1325,Cervix,4,val
3,1116,Adrenal_gland,0,train
1,570,Breast,3,train
2,2375,Testis,16,train
1,689,Breast,3,train
3,1908,Colon,5,train
1,1171,Adrenal_gland,0,train
3,2384,Skin,14,train
3,2017,HeadNeck,7,train
3,359,Breast,3,train
3,1360,Colon,5,train
3,1290,Testis,16,train
2,208,Breast,3,train
1,2462,Skin,14,val
1,1190,Adrenal_gland,0,train
1,1213,Adrenal_gland,0,val
3,2485,Thyroid,17,train
1,1442,Testis,16,train
2,2501,Colon,5,val
1,2058,Colon,5,train
1,1291,Pancreatic,12,val
1,199,Breast,3,train
2,999,Esophagus,6,train
1,1657,Bile-duct,1,val
2,1189,Cervix,4,train
1,1649,Bile-duct,1,train
2,1777,Colon,5,train
2,42,Breast,3,train
2,1787,Colon,5,train
1,865,Colon,5,train
1,1327,Cervix,4,val
2,2073,Liver,9,train
3,549,Breast,3,train
3,1421,Adrenal_gland,0,train
3,2559,Uterus,18,train
2,1217,Testis,16,train
1,353,Breast,3,train
2,801,Kidney,8,test
2,2416,Thyroid,17,train
2,2233,Prostate,13,train
1,24,Breast,3,train
1,1404,Bile-duct,1,train
1,1587,Bile-duct,1,train
3,419,Breast,3,train
3,757,Colon,5,train
1,118,Breast,3,train
1,1794,Cervix,4,train
2,2304,Skin,14,test
3,1902,Colon,5,train
1,706,Breast,3,train
3,2522,Thyroid,17,val
1,889,Lung,10,train
2,865,Esophagus,6,train
2,700,Colon,5,train
1,2252,Liver,9,train
3,401,Breast,3,test
3,2074,HeadNeck,7,val
3,1515,Bile-duct,1,train
3,1388,Colon,5,train
1,2256,Lung,10,train
2,1197,Bile-duct,1,train
3,2040,HeadNeck,7,train
3,2512,Thyroid,17,train
1,2568,Thyroid,17,train
3,1091,Cervix,4,train
2,2413,Thyroid,17,train
2,563,Breast,3,train
3,687,Breast,3,train
1,1991,Colon,5,train
3,660,Breast,3,train
3,1563,Bladder,2,train
1,2218,Liver,9,val
1,473,Breast,3,train
1,61,Breast,3,train
1,629,Breast,3,train
3,237,Breast,3,train
2,1552,Breast,3,train
2,2411,Thyroid,17,val
1,2273,Ovarian,11,test
3,2550,Uterus,18,val
3,461,Breast,3,train
1,2578,Uterus,18,train
2,820,Breast,3,train
1,2067,Esophagus,6,train
2,388,Breast,3,train
2,1697,Colon,5,train
3,1242,Cervix,4,train
3,1239,Cervix,4,val
2,649,Breast,3,train
2,1579,Colon,5,train
1,945,Prostate,13,test
1,1703,Breast,3,train
3,1874,Colon,5,train
1,1976,Colon,5,val
1,2609,Colon,5,train
1,1471,Bile-duct,1,train
3,252,Breast,3,train
3,523,Breast,3,train
3,4,Breast,3,train
3,564,Breast,3,train
3,2173,Liver,9,test
1,1364,Cervix,4,train
1,2185,Kidney,8,val
2,2167,Pancreatic,12,train
3,648,Breast,3,train
3,2636,Colon,5,train
2,2124,Ovarian,11,train
2,403,Breast,3,train
2,2285,Skin,14,train
2,1516,Breast,3,train
1,1777,Cervix,4,train
1,577,Breast,3,train
3,2247,Liver,9,val
1,1724,Breast,3,train
2,1211,Bile-duct,1,train
3,1808,Colon,5,train
3,327,Breast,3,train
3,2608,Uterus,18,val
2,14,Breast,3,train
2,1713,Colon,5,train
2,589,Breast,3,train
1,497,Breast,3,train
2,1628,Colon,5,train
3,731,Colon,5,train
2,89,Breast,3,train
3,2004,HeadNeck,7,train
2,1555,Breast,3,train
3,2398,Skin,14,test
3,803,Colon,5,train
1,2111,HeadNeck,7,train
3,492,Breast,3,train
3,591,Breast,3,train
3,389,Breast,3,train
3,774,Colon,5,train
1,1628,Bile-duct,1,train
2,939,Thyroid,17,train
3,2603,Uterus,18,train
3,2349,Prostate,13,train
3,70,Breast,3,train
3,795,Colon,5,train
3,399,Breast,3,test
3,2227,Liver,9,val
2,1495,Bladder,2,val
2,245,Breast,3,train
3,1159,Esophagus,6,train
3,1665,Cervix,4,train
1,2188,Kidney,8,test
1,1827,Colon,5,train
1,1750,Cervix,4,test
1,2317,Pancreatic,12,val
3,1060,Esophagus,6,train
3,479,Breast,3,train
3,1134,Adrenal_gland,0,test
3,1905,Colon,5,train
2,875,Esophagus,6,val
2,1722,Colon,5,train
1,724,Breast,3,train
2,1798,Colon,5,train
2,1748,Colon,5,train
2,610,Breast,3,train
1,2390,Prostate,13,train
1,431,Breast,3,train
3,686,Breast,3,train
3,1025,Cervix,4,train
1,133,Breast,3,train
1,264,Breast,3,train
2,594,Breast,3,train
3,685,Breast,3,train
3,437,Breast,3,train
2,173,Breast,3,train
2,1783,Colon,5,train
1,1790,Cervix,4,test
3,1434,Adrenal_gland,0,train
2,880,Esophagus,6,train
2,1367,Adrenal_gland,0,train
1,75,Breast,3,train
3,845,Kidney,8,test
1,1474,Bile-duct,1,train
3,1397,Colon,5,train
2,706,Colon,5,train
3,2592,Uterus,18,train
2,2496,Colon,5,test
1,103,Breast,3,train
2,568,Breast,3,train
2,257,Breast,3,train
1,1731,Breast,3,train
1,1,Breast,3,train
3,2265,Ovarian,11,train
3,2280,Ovarian,11,train
1,941,Prostate,13,train
1,1426,Testis,16,train
1,1904,Colon,5,train
1,1563,Adrenal_gland,0,train
1,2377,Prostate,13,train
2,632,Breast,3,train
2,1772,Colon,5,train
3,1487,Bile-duct,1,train
1,1082,Thyroid,17,train
2,641,Breast,3,train
1,2564,Thyroid,17,test
3,1638,Breast,3,train
3,1621,Breast,3,train
3,764,Colon,5,train
3,1927,Colon,5,train
2,2034,Kidney,8,val
2,2312,Skin,14,train
2,452,Breast,3,train
2,1222,Testis,16,train
1,2543,Thyroid,17,test
3,664,Breast,3,train
1,2121,HeadNeck,7,test
3,1681,Cervix,4,train
3,1219,Adrenal_gland,0,train
3,142,Breast,3,train
3,403,Breast,3,train
2,1700,Colon,5,train
3,488,Breast,3,val
3,2299,Ovarian,11,test
1,1898,Colon,5,train
2,901,Lung,10,train
1,2555,Thyroid,17,train
3,632,Breast,3,train
3,1081,Cervix,4,train
1,352,Breast,3,train
3,723,Colon,5,train
1,580,Breast,3,train
1,189,Breast,3,train
2,2377,Testis,16,train
1,856,Colon,5,train
2,1115,Adrenal_gland,0,train
1,2147,HeadNeck,7,train
3,930,Lung,10,test
1,676,Breast,3,train
1,2591,Uterus,18,test
2,1242,Testis,16,test
3,624,Breast,3,train
3,2472,Testis,16,val
2,755,Colon,5,train
1,10,Breast,3,train
1,2175,Kidney,8,test
3,2045,HeadNeck,7,train
3,1659,Breast,3,train
3,509,Breast,3,train
3,799,Colon,5,train
3,109,Breast,3,train
3,1633,Breast,3,train
1,362,Breast,3,train
3,2671,Colon,5,train
2,1519,Breast,3,train
2,993,Esophagus,6,test
3,117,Breast,3,val
3,118,Breast,3,train
1,1408,Bile-duct,1,train
1,1968,Colon,5,train
2,1523,Breast,3,train
2,1266,Bile-duct,1,train
1,2594,Colon,5,train
1,1891,Colon,5,train
3,709,Colon,5,train
2,344,Breast,3,train
2,355,Breast,3,train
2,472,Breast,3,train
3,352,Breast,3,train
2,1988,HeadNeck,7,train
1,1534,Adrenal_gland,0,train
2,1297,Colon,5,train
3,463,Breast,3,train
3,2121,HeadNeck,7,train
2,2355,Testis,16,test
2,1401,Bile-duct,1,train
3,1797,Colon,5,train
2,2284,Skin,14,val
3,997,Uterus,18,val
2,1281,Bile-duct,1,train
2,1930,HeadNeck,7,train
3,2030,HeadNeck,7,val
2,574,Breast,3,train
3,1497,Bile-duct,1,train
3,1814,Colon,5,train
1,1464,Bile-duct,1,train
3,2085,HeadNeck,7,train
1,1107,Thyroid,17,train
1,767,Colon,5,train
1,1401,Bile-duct,1,train
1,1388,Bile-duct,1,train
3,1404,Adrenal_gland,0,train
1,1526,Adrenal_gland,0,train
3,655,Breast,3,train
1,518,Breast,3,train
3,1203,Adrenal_gland,0,test
1,1842,Colon,5,train
1,376,Breast,3,train
3,854,Breast,3,train
2,20,Breast,3,train
2,1025,Cervix,4,train
1,1045,Lung,10,train
3,1032,Thyroid,17,train
3,1856,Colon,5,train
3,1061,Esophagus,6,train
2,854,Colon,5,train
1,769,Colon,5,train
1,1318,Adrenal_gland,0,train
1,2254,Lung,10,train
3,2176,Liver,9,val
3,1234,Cervix,4,train
3,2254,Liver,9,train
3,65,Breast,3,train
3,98,Breast,3,train
2,155,Breast,3,train
2,1050,Adrenal_gland,0,val
1,387,Breast,3,train
3,694,Breast,3,val
2,2346,Stomach,15,train
3,2430,Stomach,15,test
2,1592,Colon,5,train
2,2498,Colon,5,train
2,1344,Adrenal_gland,0,train
3,2124,HeadNeck,7,train
2,2208,Pancreatic,12,train
2,914,Lung,10,train
1,32,Breast,3,train
3,2239,Liver,9,val
3,1313,Testis,16,val
2,1660,Colon,5,train
2,2237,Prostate,13,val
1,2259,Lung,10,train
3,1682,Cervix,4,train
1,2557,Thyroid,17,train
1,1633,Bile-duct,1,train
3,1094,Adrenal_gland,0,train
2,298,Breast,3,train
3,2204,Liver,9,test
3,1157,Esophagus,6,train
1,44,Breast,3,train
3,1291,Testis,16,val
